stove_details_name,details_manu,details_web,stove_desc,details_tiers_eff_num,details_tiers_safe_num,details_tiers_co_num,details_tiers_pm_num,details_tiers_dur_num,details_tiers_iwa_ie_num,stove_life,pot_rec,pot_cap,stove_feed,stove_food_common,stove_price,stove_dimensions,stove_weight,stove_dimensions,stove_assembly_materials,iso_co_val,iso_co_sd,iso_co_num,iso_co_date,iso_co_fuel,iso_pm_val,iso_pm_sd,iso_pm_num,iso_pm_date,iso_pm_fuel,iso_eff_char_val,iso_eff_char_sd,iso_eff_char_num,iso_eff_char_date,iso_eff_char_fuel,iso_eff_val,iso_eff_sd,iso_eff_num,iso_eff_date,iso_eff_fuel,iso_safe_val,iso_safe_sd,iso_safe_num,iso_safe_date,iso_safe_fuel,iso_dur_val,iso_dur_sd,iso_dur_num,iso_dur_date,iso_dur_fuel,iwa_co_val,iwa_co_sd,iwa_co_num,iwa_co_date,hp_co_fuel,iwa_pm_val,iwa_pm_sd,iwa_pm_num,iwa_pm_date,hp_pm_fuel,iwa_co_low_val,iwa_co_low_sd,iwa_co_low_num,iwa_co_low_date,lp_co_fuel,iwa_pm_low_val,iwa_pm_low_sd,iwa_pm_low_num,iwa_pm_low_date,lp_pm_fuel,iwa_eff_val,iwa_eff_sd,iwa_eff_num,iwa_eff_date,hp_eff_fuel,iwa_eff_val,iwa_eff_sd,iwa_eff_num,iwa_eff_date,hp_eff_fuel
Brick Wok Stove with Chimney- Northern China,,,Brick Wok Stove with Chimney- Northern China,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,nan,,nan,,,,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
CHEMA Rocket stove,Community Habitat Environmental Management (CHEMA),http://www.ingenieure-ohne-grenzen.org/de/Regionalgruppen/Berlin/Projekte/Effizientes-Kochen-in-Tansania-EfKoiTa,"The CHEMA Rocket stove is a domestic cooking stove using mainly solid wood as fuel. The stove consist of three main components: stove body with fuel entry, a fuelwood stand, and a wind shield. The wind shield is suitable for different pot sizes. The stove can make use of charcoal as fuel using a charcoal inlet. Therefore the stove can easily adapt to cooking circumstances.",Not Available,Not Available,Not Available,Not Available,Not Available,,3,Both,10,3.0-6.0,Rice and Beans,10.0-15.0,300.0/300.0/400.0,20,300.0/300.0/400.0,"Bricks with charcoal powder, metal sheets, rivets",Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
EfCoiTa Institutional TLUD stove,Community Habitat Environmental Management (CHEMA),http://www.ingenieure-ohne-grenzen.org/de/Regionalgruppen/Berlin/Projekte/Effizientes-Kochen-in-Tansania-EfKoiTa,This Institutional TLUD stove has an easy to fill burning chamber with three wooden handles. The primary air can be controlled at the bottom of the stove to change power output. A double skirt construction with an attached chimney guarantees extensive heat usage and secures the cook from resulting flue gas. The stove can be built for different pot and heat demands.,Not Available,Not Available,Not Available,Not Available,Not Available,,,Both,150,15.0-30.0,Rice and Beans,200.0-250.0,660.0/660.0/600.0,50,660.0/660.0/600.0,"Metal sheets, welding machine",Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
Rua,Locally manufactured,nan,Fan fed TLUD designed for rice husk. They are very popular and are sold in large numbers without subsidy. Works great as an automatic rice cooker with 3 cups husk for 1 cup rice. A fan delivers a small amount of air to the bottom of a biomass cylinder and a large amount of oxygen at the top of the cylinder. This heating of the biomass in a low oxygen environment results in the production of charcoal (biochar) and a large amount of smoke. This smoke is then burnt in the plate of fire which occurs when the gas released from the heated biomass meets the additional oxygen supplied at the top of the stove.,Not Available,Not Available,Not Available,Not Available,Not Available,,3,Flat bottom,,1.0-6.0,Asian meals that cook in under 40 minutes,16.0-20.0,300.0/300.0/450.0,3,300.0/300.0/450.0,Stainless steel cutting and wielding capabilities,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,9.3,9.3 - 9.3,1,2013,Crop residues,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,17.6,17.6 - 17.6,1,2013,Crop residues,17.6,17.6 - 17.6,1,2013,Crop residues
South Vietnam High Efficiency Stove - Wood,,,,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,nan,,nan,,,,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
Moto Stoves,African Christians Organization Network,http://aconetwork.weebly.com/,,Not Available,Not Available,Not Available,Not Available,Not Available,,,Both,5,nan,"Ugali,beans and maize mixture,tea, porrage,rice potatoes,vegetables,arrow roots,and other all sorts of food",25.0-32.0,290.0/120.0/120.0,2.5,290.0/120.0/120.0,flat metal gauge 24 and tinsmith tools,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
Save80 Wing Model,Locally manufactured,nan,"The Save80 stove set enables climate protection, forest care, reduction of indoor air pollution and generate savings for households in developing countries. So far around 130,000 Save80 stoves sets are in use in several, mainly African countries. The Save80 stove set consists of a highly efficient stove made out of stainless steel that works with a tiny amount of wood and improved combustion, a stainless steel pot and the ‘Wonderbox’. High energy savings of more than 80% can be achieved due to the design involving the pot and the use of the Wonderbox providing the highly appreciated possibility for heat retained cooking. The Save80 is easy to handle and cooking habits need not change.",Not Available,Not Available,Not Available,Not Available,Not Available,,20,Flat bottom,8,8.0-15.0,All food that can be cooked in a pot or a pan,17.0-47.0,360.0/310.0/620.0,4.9,360.0/310.0/620.0,"Local production; prepunched metal sheets imported. Shipped as flat metal sheets, with pots with lids and Wonderboxes, 1600 Save80-8-Liter systems fit into one 40' HC container. Bending and assembly are undertaken locally. Bending can also be completed before shipping if required.",Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,46,44.3 - 47.7,2,2013,Wood,46,44.3 - 47.7,2,2013,Wood
SK14,Essential Equipments,nan,The SK14 is a point-focus type parabolic solar cooker that can cook meals for up to 8-10 people. The aperture area is 1.5 square meters. It is easy to assemble and easy to operate.,Not Available,Not Available,Not Available,Not Available,Not Available,,10,Both,5,8.0-10.0,"Frying, Roasting, Boiling",150.0-250.0,1600.0/1600.0/700.0,28,1600.0/1600.0/700.0,Assembly material provided,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
Chispa Tortillera,Soluciones Apropiadas,http://www.solucionesapropiadas.com/,The Chispa Tortillera is a dedicated tortilla cookstove designed to replace the traditional open fire. The unique combustion chamber and internal structure direct the flames through eight internal slots resulting in uniform heat distribution of the griddle.,Not Available,Not Available,Not Available,Not Available,Not Available,,5,,,10.0-100.0,Tortillas,280.0-300.0,600.0/600.0/850.0,60,600.0/600.0/850.0,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
Peko Pe,Locally manufactured,nan,Top Lit Natural Draft Gasifier Unit from 1 to 9 L using any type of dry biomass as fuel.,Not Available,Not Available,Not Available,Not Available,Not Available,,10,Other,20,2.0-20.0,Ugali and Nchima,12.0-15.0,nan/200.0/250.0,2,nan/200.0/250.0,Mild or stainless steel and clay,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
Chulika,iSquareD,nan,Flexible Ceramic based insulator having very low thermal conductivity and high porosity.,Not Available,Not Available,Not Available,Not Available,Not Available,,6,Both,,2.0-6.0,,2200.0-2700.0,nan/260.0/220.0,5.73,nan/260.0/220.0,,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
